databaseId	name	imageUrl	cardBack	type	packName	deckbuilderQuantity	setUuid	numberInPack	faction	cardsubtype	cost	destiny	supportcost	energy	power	tactics	defense	text	lore
77fae90b-487e-4571-8b33-cf2ff9f95f33	Cloud Skipper	https://warstcg.org//img/1/WARS-EN01119.jpg	normal	VEHICLE	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1U119	Maverick	VEHICLE • Cogs • Unit	6	2	2 Maverick		5	4	6	"Size 3, Transport 2 Each time you win a site battle here that has exactly 7 casualties, your opponent loses three cards from his or her hand."	More than one armed force has been overcome a swarm of “skippers” slipping from the clouds.
6698e6a1-f33c-497d-8b32-06184b80cbc6	Colt-Burton MK. 412	https://warstcg.org//img/1/WARS-EN01120.jpg	normal	WEAPON	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1U120	Maverick	WEAPON (Character) • Ranged	1	2	3 Maverick					"• Pay 3 energy ? Choose target unit your opponent has in a site battle here. If target’s defense < [D], destroy it and put the card you revealed for destiny on top of your reserve."	Typical high-caliber sidearm – half the Rim has a gun like this jammed in their belts.
d8c7e183-701b-40a5-887f-3fdc4eddbe88	Dubious Contact	https://warstcg.org//img/1/WARS-EN01121.jpg	normal	CHARACTER	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1C121	Maverick	CHARACTER • Nest • Rogue • Unit	2	2	1 Maverick		1	1	2	"Each time one of your opponent's units enters play here, if this character is at a site, you may activate 1 energy."	"He can’t help with your problem, but he does have a friend who knows someone who can..."
352f3b0b-93f7-4bfa-97a6-b408aca335c8	Ensnared	https://warstcg.org//img/1/WARS-EN01122.jpg	normal	ASSET	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1R122	Maverick	ASSET (Location)	4	1	3 Maverick					You may play this asset beneath one of your opponent’s locations. You may play this asset only beneath a location where your opponent has a ship or unit. Each of your drains here is +3.	Mavericks like to think of Earther attacks as the enemy bringing them fresh supplies.
3713e365-fe3e-45e4-a933-2ba235854219	•Faded	https://warstcg.org//img/1/WARS-EN01123.jpg	normal	INTERRUPT	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1R123	Maverick	INTERRUPT (Used)	1	2	2 Maverick					"Until end of turn, make target kizen defense +2 and it can’t be targeted by your opponent."	Raving Red-Jane centered herself and concentrated. Anyone in the room who looked at her simply lost interest.
c3e62da1-932e-41fd-8e95-5898a79d3b15	Festering Cargo	https://warstcg.org//img/1/WARS-EN01124.jpg	normal	ORDER	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1R124	Maverick	ORDER (Lost)	1	6	3 Maverick					"Your opponent reveals his or her hand. If any interrupts or orders are revealed, he or she loses one of them."	“I told her those mangoes would be rotten by the time we made Saturn’s rings. What a stench!”
6021af84-f727-4dae-92a8-57ead1439e2e	Fifth Ace	https://warstcg.org//img/1/WARS-EN01125.jpg	normal	INTERRUPT	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1U125	Maverick	INTERRUPT (Used)	3	5	1 Maverick					Put two cards from your hand on top of your reserve in any order.	"There are always four aces in a deck, but beyond the Belt there are usually several more in the game."
4c27ffcf-2a31-4184-a6ec-a199a80c6c5b	?Flinger Battery	https://warstcg.org//img/1/WARS-EN01126.jpg	normal	VEHICLE	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1U126	Maverick	VEHICLE • Cartel • Unit	6	4	2 Maverick		5	3	9	"Size 3 Each time your opponent reveals a card for battle destiny during a site battle here, you may pay 1 energy. If you do, make that card’s destiny –1. You may change no more than one card’s destiny using this ability each turn."	"Not really a missile launcher, more a bashed- together, high-tech catapult; but deadly with the velocities it can produce."
c02bebbd-1190-4959-b2eb-91bccd817954	Fuel Theft	https://warstcg.org//img/1/WARS-EN01127.jpg	normal	INTERRUPT	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1C127	Maverick	INTERRUPT (Used)	1	3	1 Maverick					Your side of target location gains two energy icons until end of turn.	“Fill ‘er up – and put it on the dead pilot’s account.”
714c3cf4-5ca6-4cc7-9d7b-486c39f575d1	General Bots NAV4	https://warstcg.org//img/1/WARS-EN01128.jpg	normal	CHARACTER	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1U128	Maverick	CHARACTER • Knaves • Bot • Unit	3	1	3 Maverick		1	1	3	"When this character enters play, you may draw up to [D] cards from your reserve."	Repairs. Upgrades. Reprogramming. Nothing is more reliable than a Nav4.
82978ddf-fb30-46eb-8f34-7a31e29e0947	Haggard Hulk	https://warstcg.org//img/1/WARS-EN01129.jpg	normal	SHIP	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1U129	Maverick	SHIP (Capacity 2) • Cartel • Inverter • Fighter	3	1	1 Maverick		3/7	3/1	3/1	Scouting (You may play this ship at a sector that has no energy icons on your side.) Pay 3 energy ? Invert this ship.	"Unless you’re at a rally, looks don’t really matter."
8427eba4-3844-407a-8ebf-859f32b5c8eb	Harried and Harassed	https://warstcg.org//img/1/WARS-EN01130.jpg	normal	INTERRUPT	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1R130	Maverick	INTERRUPT (Lost)	0	5	2 Maverick					"Until end of turn, as an additional cost for your opponent to play a unit, he or she pays 1 energy."	General Hynek once referred to a Maverick attack as “being pecked to death by pigeons.”
684ffe8f-5c12-4de5-b5de-76bd445eec05	?Hawk's Wing	https://warstcg.org//img/1/WARS-EN01131.jpg	normal	SHIP	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1U131	Maverick	SHIP (Capacity 1) • Accord • Fighter	2	3	1 Maverick		2	2	4	Your opponent can't lose cards from his or her hand to a drain here.	Many “decommissioned” ships have ended up in the Outer Rim through devious means. Starhawk claimed this Type III.
e6b24b44-7b9d-4686-b618-2fff3aa9a5c9	Hellcat Aviatrix	https://warstcg.org//img/1/WARS-EN01132.jpg	normal	CHARACTER	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1C132	Maverick	CHARACTER • Hellcats • Unit	2	2	2 Maverick		1	2	3	"Piloting 2 (As long as this character is aboard a ship, that ship is power +2 and tactics +2)."	"Dawn was quick to cut to the point. “Fast, slow, that’s not the issue. What you want is to get there without being seen.”"
861eeb6f-cc51-4982-ac29-04642c065caa	?Jack Wilgress	https://warstcg.org//img/1/WARS-EN01133.jpg	normal	CHARACTER	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1R133	Maverick	CHARACTER • Kizen • Knaves • Unit	7	5	3 Maverick		7	7	7	"• Lose a card at random from your hand ? This character is immune to attrition until end of turn. Each time a power step ends here, if your total power is 21, destroy each of your opponent’s units here."	"Only once was Wilgress caught without his weapon. As he waited for his wounds to heal, he swore there wouldn’t be a next time."
4bd71d45-5375-4e0b-a49c-f0b07b0b3cf9	Lauded Flyer	https://warstcg.org//img/1/WARS-EN01134.jpg	normal	CHARACTER	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1C134	Maverick	CHARACTER • Hellcats • Unit	3	1	2 Maverick		1	2	3	"Piloting 2 (As long as this character is aboard a ship, that ship is power +2 and tactics +2.) Each time you win a sector battle here, activate up to 3 energy."	Hellcat ships are either the fastest in the Belt or waiting for parts. It’s often the latter.
83a82407-1eb7-48c2-af19-5e887076fad5	M44 Heavy Plasma Gun	https://warstcg.org//img/1/WARS-EN01135.jpg	normal	WEAPON	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1R135	Maverick	WEAPON (Character) • Ranged	1	2	3 Maverick					• Pay 1 energy ? Choose target unit your opponent has in a site battle here. Damage target if its defense < [D]. • Pay 3 energy ? Choose target damaged unit your opponent has in a site battle here. Destroy target if its defense < [D].	A CGC weapon designed in 2248. Thousands were surplussed and found their way to the Rim when Earther grunts were outfitted with F.L.I.C.s.
b4aa1f48-1f2b-49fd-8c55-5e945a2166ea	Mechanic's Grip	https://warstcg.org//img/1/WARS-EN01136.jpg	normal	ORDER	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1R136	Maverick	ORDER (Used)	1	5	1 Maverick					"Reveal the bottom card of your reserve, note its destiny, and put it on top of your used pile. If its destiny = [D], you may play a card. If you do, that card costs 6 less energy to play."	It’s not cheating if it holds together.
9b544397-3be5-4c02-bd1b-9c2a84484881	Mercurial	https://warstcg.org//img/1/WARS-EN01137.jpg	normal	ASSET	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1R137	Maverick	ASSET (Kizen)	2	2	2 Maverick					You can’t play more than one of this asset beneath the same kizen. • Pay 4 energy ? Put target unit you have here on top of its owner’s reserve.	"A kizen in motion begs the question, are they that fast or is everyone else that slow?"
40bd1c23-8b2f-4097-8af0-530ad82eb5e7	?Misty Miller	https://warstcg.org//img/1/WARS-EN01138.jpg	normal	CHARACTER	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1U138	Maverick	CHARACTER • Nest • Rogue • Unit	1	6	2 Maverick		2	1	4	"• Pay 4 energy ? If this character is at a site, cancel target pending attack that is targeting this site unless your opponent pays 3 energy."	"Blotches of color appeared on her skin, blending into the hues of the walls around her until it took an effort for him to focus on her shape."
87806c91-c82a-41e8-8a83-3c5d1edaa5c1	Modded Type IV	https://warstcg.org//img/1/WARS-EN01139.jpg	normal	SHIP	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1C139	Maverick	SHIP (Capacity 1) • Knaves • Fighter	4	4	1 Maverick		3	1	5	"Each time you would reveal a card for battle destiny during a battle here, you may reveal the bottom card of your reserve and use its destiny instead. If you do, put that card on top of your used pile."	"The last thing an Earther pilot wants to see is a Mav hotshot flying the same hardware. Or worse, one with some Outer Rim “improvements.”"
38677176-aeb1-4e42-9a22-d23bc6d0e4f7	Modular Transport	https://warstcg.org//img/1/WARS-EN01140.jpg	normal	SHIP	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1R140	Maverick	SHIP (Capacity 2) • Hellcats • Inverter • Fighter	0	1	2 Maverick		1/4	4/1	1/4	"Pay 6 energy ? Invert this ship. / Each time you attack here, if you have another inverted ship here, activate up to 3 energy."	Mavericks use cable ties and engineer’s tape the way Earther technicians use bonders and rivets.
077e3752-d573-4cec-8757-33385fe83426	Nimble Jockey	https://warstcg.org//img/1/WARS-EN01141.jpg	normal	CHARACTER	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1C141	Maverick	CHARACTER • Hellcats • Unit	3	3	2 Maverick		2	2	3	"Piloting 2 (As long as this character is aboard a ship, that ship is power +2 and tactics +2.) • Pay 4 energy ? Make a ship this character is aboard power+[D] until end of turn."	“What idiot fitted a plasma accelerator in front of the filter? Wait... that was me.”
3188c62f-6a56-43c8-93c4-3d42805c0aab	Ore Hound	https://warstcg.org//img/1/WARS-EN01142.jpg	normal	CHARACTER	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1C142	Maverick	CHARACTER • Cartel • Tech • Unit	3	2	1 Maverick		1	1	3	"As long as this character is at a site, your side of that side gains an energy icon."	"Before he’d even closed the analyzer door, the sample’s density told him it was platinum ore – or better."
383bb8cb-b329-489f-aa23-9dc31d102f49	Outmaneuvered	https://warstcg.org//img/1/WARS-EN01143.jpg	normal	INTERRUPT	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1C143	Maverick	INTERRUPT (Used)	1	4	2 Maverick					Cancel target pending interrupt or pending order unless your opponent pays 1 energy.	Hellcats overcome a lack of resources with ingenuity and temerity.
6f0a2362-2f0d-49cb-b2be-df8c2a4c7f03	Plundering Bandit	https://warstcg.org//img/1/WARS-EN01144.jpg	normal	SHIP	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1C144	Maverick	SHIP (Capacity 2) • Knaves • Inverter • Fighter	2	6	1 Maverick		0/4	1/1	4/4	"At the end of each battle you've won here, you may pay 1 energy. If you do, invert this ship."	One reason Mav pilots are always tinkering with their ships is to make sure they’re faster than local law enforcement.
804093ae-07c4-44c4-a9b8-716f185f56a6	Price of the Game	https://warstcg.org//img/1/WARS-EN01145.jpg	normal	ASSET	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1U145	Maverick	ASSET	1	5	1 Maverick					"Each time a card is revealed for battle destiny, you may lose 1 energy. If you do, make that card’s destiny +1 or –1. You may change no more than one card’s destiny using this ability each turn."	“Sometimes you have to ante up.”
5046b7d0-06d3-45bd-84dc-f1ac67149f1d	Racing Sloop	https://warstcg.org//img/1/WARS-EN01146.jpg	normal	SHIP	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1C146	Maverick	SHIP (Capacity 2) • Hellcats • Inverter • Fighter	0	5	1 Maverick		0/4	1/1	2/2	"Each time you reveal a card for battle destiny that has destiny 6 or more, you may pay 3 energy. If you do, invert this ship. / When you invert this ship, you may destroy target other fighter here."	"Every year, the Dead Planet Chase is held on a weaving, chaotic course created in the Belt. Hellcats have dominated the last eight."
40ea84d8-81cb-46a6-a143-b6d8917792ea	Raider	https://warstcg.org//img/1/WARS-EN01147.jpg	normal	SHIP	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1U147	Maverick	SHIP (Capacity 4) • Knaves • Capital	7	2	1 Maverick		5	2	8	"When this ship enters play, you may activate 1 energy for each of your opponent's ships here."	The trick to piracy is finding the victims in the first place – but some savvy privateers make it a prosperous living.
0ac47d1c-56c0-481c-87cf-4e3ef97db111	Razorjack	https://warstcg.org//img/1/WARS-EN01148.jpg	normal	SHIP	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1C148	Maverick	SHIP (Capacity 2) • Knaves • Inverter • Fighter	0	4	1 Maverick		0/5	1/1	3/2	"Each time you reveal a card for battle destiny that has destiny 6 or more, you may pay 3 energy. If you do, invert this ship."	Heavily armed and very fast. One of them won “Best-Looking” at the 2389 Vesta Singleship Rally.
6a8e32cf-2df4-48f6-bf0f-642b37d241aa	Reload	https://warstcg.org//img/1/WARS-EN01149.jpg	normal	INTERRUPT	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1U149	Maverick	INTERRUPT (Used)	1	5	1 Maverick					Put a card from your hand on the bottom of your reserve.	“Deadeye” LeGresse slammed another clip into the base of her weapon. This afternoon was not going as she had planned.
5508eb54-08a8-4d74-8708-a208e469a36c	Set	https://warstcg.org//img/1/WARS-EN01150.jpg	normal	ASSET	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1R150	Maverick	ASSET	2	1	2 Maverick					"Pay 0 energy ? If there are five or fewer cards stacked on this asset, stack the top card of your reserve face up on this asset. • Lose three cards stacked on this asset ? If those cards each have the same destiny, damage target unit in a battle."	"Under the table, Scoundrel’s foot twitched nervously. Would his three of a kind play?"
dade19e3-1903-417d-af2a-441ddc6f8972	•Simple Wager	https://warstcg.org//img/1/WARS-EN01151.jpg	normal	ORDER	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1R151	Maverick	ORDER (Used)	0	6	2 Maverick					"Name a number. Then reveal the top two cards of your opponent’s reserve, note their total destiny, and return them in any order. If your number equals that total destiny, until the end of your deploy phase, you may perform movements as if it were your move phase."	Not everyone gambles for money.
ef23254f-a9da-41f9-b55b-3f0483ee10c0	Slider	https://warstcg.org//img/1/WARS-EN01152.jpg	normal	VEHICLE	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1R152	Maverick	VEHICLE • Accord • Unit	5	2	2 Maverick		4	2	6	"Size 2, Transport 2 Each time a site battle ends here, if your battle destiny at the end of the power step was exactly 11, your opponent loses all cards from his or her hand."	"Defeating an enemy isn’t enough. When resources are low, you’ve also got to be able to bring home the spoils."
b4118616-33db-4002-9e8d-38457a0e9ec1	Spassky Quickfire II	https://warstcg.org//img/1/WARS-EN01153.jpg	normal	WEAPON	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1C153	Maverick	WEAPON (Character) • Ranged	0	5	1 Maverick					• Pay 1 energy ? Choose target unit your opponent has in a site battle here. Damage target if its defense < [D] + 1.	"A few Mavericks have modified these for autofire –deadly, but runs through charges like you wouldn’t believe."
1161ee27-4b5a-45d0-8561-e7c91d477c54	Sprinkle's Deal	https://warstcg.org//img/1/WARS-EN01154.jpg	normal	INTERRUPT	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1R154	Maverick	INTERRUPT (Lost)	3	3	2 Maverick					Draw [D] cards from your reserve.	Sprinkle took the package from the merchant’s wrinkled hand and grinned. “Let’s make this one a little more interesting.”
193476ba-9fa2-4a5e-a716-1254f3b591a2	?Starhawk	https://warstcg.org//img/1/WARS-EN01155.jpg	normal	CHARACTER	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1U155	Maverick	CHARACTER • Accord • Rogue • Unit	4	3	2 Maverick		4	3	5	"Each time a card is revealed for battle destiny during a site battle here, you may pay 3 energy. If you do, make that card's destiny +2. You may change no more than one card's destiny using this ability each turn."	Mavericks like Nick “Starhawk” Murrin are known for their dexterity in the changing gravities of life in the Outer Rim. It’s both practical and advantageous.
4cb90eaf-ce3f-4138-866f-f3a9a7c666cf	Stinger	https://warstcg.org//img/1/WARS-EN01156.jpg	normal	VEHICLE	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1C156	Maverick	VEHICLE • Hellcats • Unit	4	3	1 Maverick		3	2	5	"Size 3 (This vehicle counts three times against a ship’s capacity.) Transport 2 (Each time this vehicle moves, you may move with it up to two of your characters.)"	Pieces of so many different vehicles have been grafted to this one that no one remembers what it looked like in the beginning.
422b933c-3f02-499a-bb74-c2b3219634c1	Sultry Opportunist	https://warstcg.org//img/1/WARS-EN01157.jpg	normal	CHARACTER	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1U157	Maverick	CHARACTER • Nest • Rogue • Unit	1	3	1 Maverick		1	1	4	"At the start of each of your control phases, you may pay 2 energy. If you do, and [D] > opponent's [D], retrieve a card."	Nicky Strahl laughed and shouted for another drink. “Hand over those dice. We’re gonna let it ride.”
e315d67b-e0bb-4920-8c1f-28da1ab9fdd4	?The Gambler	https://warstcg.org//img/1/WARS-EN01158.jpg	normal	CHARACTER	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1R158	Maverick	CHARACTER • Kizen • Cartel • Unit	3	5	3 Maverick		3	5	6	• Lose a card at random from your hand ? This character is immune to attrition until end of turn. • Pay 2 energy ? Put a card from your hand on top of your reserve.	"“There isn’t any ‘luck’ involved, boy. I thought you would have worked that out yourself.”"
99456a8b-8d3b-4891-a61f-5b8aa982948e	Top Pair	https://warstcg.org//img/1/WARS-EN01159.jpg	normal	ASSET	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1R159	Maverick	ASSET	1	2	2 Maverick					"Pay 0 energy ? If there are five or fewer cards stacked on this asset, stack the top card of your reserve face up on this asset. • Put two cards stacked on this asset in your lost pile ? If those cards each have the same destiny, your opponent can’t reveal any cards for battle destiny until end of turn."	The vast territory of the Rim conceals many strange secrets. The Gambler makes it his business to uncover them and make them his own.
e41565b3-aa05-4c8a-853e-e880b8fa7078	Traginium Heist	https://warstcg.org//img/1/WARS-EN01160.jpg	normal	INTERRUPT	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1C160	Maverick	INTERRUPT (Used)	1	6	1 Maverick					"You may only play this interrupt if you’ve won a battle this turn. Your opponent reveals two cards from his or her hand, then puts them on top of his or her reserve pile in any order."	"If the Mavs can’t win it in battle on Ganymede, they can jack it from a transport near Io."
c6a7a640-f488-4027-b76c-454abd2e4a63	Trumped	https://warstcg.org//img/1/WARS-EN01161.jpg	normal	INTERRUPT	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1U161	Maverick	INTERRUPT (Lost)	0	5	2 Maverick					You can’t play this interrupt unless you have a kizen at a location. Cancel target pending interrupt or pending order.	Jessup realized too late the folly of trying to double-cross the Gambler’s Cartel.
7264dd25-e675-47d5-bf46-0e90c6b21b77	"?""Two-Way"" Berson"	https://warstcg.org//img/1/WARS-EN01162.jpg	normal	CHARACTER	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1R162	Maverick	CHARACTER • Cartel • Tech • Unit	4	2	2 Maverick		2	2	2	"Each time you drain here, you may drain using energy icons on your side of the location instead of your opponent's side."	Conjoined twins? Body modification? The way one head laughs at you tells you you’re not going to ask.
899e67cc-549d-41f6-a05b-17ccf3bb244c	Up the Sleeve	https://warstcg.org//img/1/WARS-EN01163.jpg	normal	INTERRUPT	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1U163	Maverick	INTERRUPT (Used)	0	3	2 Maverick					"You may play this interrupt only during a battle, before the battle destiny step. Reveal a card from your hand and put that card on top of your reserve."	Loose clothing can hide more than just cards. “Dressed to kill” has a whole new meaning when all the players dress that way.
3ed9ca5f-b142-4539-a206-99f5cb405b14	?UV-IR739	https://warstcg.org//img/1/WARS-EN01164.jpg	normal	CHARACTER	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1R164	Maverick	CHARACTER • Cartel • Bot • Unit	2	2	1 Maverick		0	3	2	"As long as this character is at a site, your opponent's total power at each related location is -4."	"Though designed for heavy lifting, porters like 739 can easily be refitted for less peaceful uses. Bots in the Outer Rim serve many functions."
b9c72827-d9fd-455d-b212-fa498e4479ea	Vulture	https://warstcg.org//img/1/WARS-EN01165.jpg	normal	SHIP	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1C165	Maverick	SHIP (Capacity 2) • Accord • Inverter • Fighter	2	2	1 Maverick		2/4	2/2	4/2	Scouting (You may play this ship at a sector that has no energy icons on your side.) Pay 2 energy ? Invert this ship.	"“Hold real still, little ship,” she muttered as she worked the grapple. “Hope you signed your donor card...”"
60b41283-7722-4133-bc79-654b741785ff	Anant Aeronaut	https://warstcg.org//img/1/WARS-EN01166.jpg	normal	CHARACTER	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1C166	Shi	CHARACTER • Crown • Anant • Unit	4	4	2 Shi		1	2	3	"Piloting 3 (As long as this character is aboard a ship, that ship is power +3 and tactics +3.) • Pay 2 energy ? If this character is aboard a ship that has a weapon beneath it, damage target ship in a battle here."	Anant pilots are known for their bravery – and for taking risks. They are the most decorated pilots among the Shi.
e7097991-0fc1-4094-be75-3fe1302b8f8d	Anant Attendant	https://warstcg.org//img/1/WARS-EN01167.jpg	normal	CHARACTER	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1C167	Shi	CHARACTER • Anant • Tech • Unit	2	1	2 Shi		1	2	1	"As long as this character is at a site and damaged, each of your units here is immune to attrition."	Shi are resolute in duty.
c4e5d151-4bc2-40d7-a7d8-15f21b8f3e84	Assailing Vatarma	https://warstcg.org//img/1/WARS-EN01168.jpg	normal	WEAPON	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1C168	Shi	WEAPON (Character) • Melee • Ranged	0	6	1 Shi					"• Put a card from your hand on top of your used pile ? Your opponent chooses one of his or her units in a site battle here and damages it, unless he or she puts two cards from his or her hand on top of his or her used pile in any order."	Seyalshi duels are expected to be bloody. They wouldn’t be entertaining otherwise.
89510af9-673e-4403-acb5-18cd501ac641	Brief Encounter	https://warstcg.org//img/1/WARS-EN01169.jpg	normal	INTERRUPT	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1U169	Shi	INTERRUPT (Used)	0	5	1 Shi					Target pending ship doesn’t add its power to a player’s total power until end of turn.	A single quarrel can hold a squadron at bay.
8905a05e-2a75-47e4-84df-465117d56a08	Celebrated	https://warstcg.org//img/1/WARS-EN01170.jpg	normal	ASSET	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1R170	Shi	ASSET (Kizen)	0	4	2 Shi					"You can’t play more than one of this asset beneath the same kizen. As long as you’ve won a battle since this asset entered play, this kizen is power +6."	Kizen are revered within the Shi culture. They have proven worthy of such high praise.
30ba9ade-d6c7-46b2-9d12-411ee4e7671a	Cerebral Incursion	https://warstcg.org//img/1/WARS-EN01171.jpg	normal	ASSET	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1R171	Shi	ASSET (Kizen)	0	6	2 Shi					Your opponent has total tactics –4 here unless he or she has a kizen here.	“Why conquer the physical when you can conquer the mental?” – Seyalshi proverb
1936dbc4-6c3e-48fa-ab5e-1e8d8e5a6d67	Clone Reserves	https://warstcg.org//img/1/WARS-EN01172.jpg	normal	INTERRUPT	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1U172	Shi	INTERRUPT (Lost)	1	1	1 Shi					Choose three cards at random from your lost pile. Then choose one of those three to put in your hand.	Shi lifespans would be significantly shorter without the help of panacea technicians.
121a35c1-011e-4521-a22c-93cffdd13ccf	Close Call	https://warstcg.org//img/1/WARS-EN01173.jpg	normal	INTERRUPT	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1C173	Shi	INTERRUPT (Lost)	0	5	1 Shi					You may play this interrupt only during your move phase. Put your target ship or unit in its owner’s hand.	"When initiative is lost, Shi pilots have the instincts to choose to live to fight again."
99f41848-e810-4185-bb56-47c0f8877728	Controlling	https://warstcg.org//img/1/WARS-EN01174.jpg	normal	ASSET	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1R174	Shi	ASSET	0	6	3 Shi					"As long as you have a ship at a sector and a unit at a site, each player can drain at no more than two locations during each of his or her turns."	"“When dealing with the Shi, what’s yours is theirs and what is theirs.” – Starhawk"
f3e82db5-1019-4f71-9c59-638c01e83ab4	Damir Aeronaut	https://warstcg.org//img/1/WARS-EN01175.jpg	normal	CHARACTER	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1U175	Shi	CHARACTER • Crown • Damir • Unit	2	4	2 Shi		1	2	1	"Piloting 2 (As long as this character is aboard a ship, that ship is power +2 and tactics +2.) • Lose 1 energy ? If this character is aboard a ship that has a weapon beneath it, until end of turn, make that ship and each character aboard it immune to attrition. Also, make that ship power +4."	"It is predetermined that if a Shi is to be a pilot, it will learn to interpret navigational charts before it learns to communicate."
6ad0d58c-6f0c-43ba-a0b7-c54404e21281	Damir Quarrel	https://warstcg.org//img/1/WARS-EN01176.jpg	normal	SHIP	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1U176	Shi	SHIP (Capacity 1) • Damir • Fighter	3	4	1 Shi		3	1	6	• Pay 3 energy ? Choose target fighter in a battle here. Damage target if its power + defense + opponent's [D] < this ship's power + defense + [D].	A quarrel’s biggest asset in combat is its firepower.
bcaa7676-eb6d-4826-a601-621c8a25e4ea	Daunting Vatarma	https://warstcg.org//img/1/WARS-EN01177.jpg	normal	WEAPON	Incursion	4	d49b7fa3-163b-4e9c-9e32-69f47d4363d4	1U177	Shi	WEAPON (Character) • Melee • Ranged	2	1	2 Shi					• Reveal two cards from your hand that have matching destinies and put them on top of your used pile in any order ? Choose target unit your opponent has in a site battle here. Destroy it unless your opponent reveals two cards that have matching destinies from his or her hand and puts them on top of his or her used pile in any order.	The Seyalshi are not hesitant to show the true power of their staffs to their enemies.
